frame,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z
194,0.000000,-0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
196,-6360.652344,41326.179688,-415.101685,0.000000,0.000000,0.000000,0.016224
197,-133.319489,0.650665,11.612969,0.000000,0.000000,0.000000,0.016224
198,0.000041,0.002500,9.810000,0.000000,0.000000,0.000000,0.016224
199,-0.000665,-0.002490,9.810040,0.000000,0.000000,0.000000,0.016224
200,0.000625,-0.000010,9.809922,0.000000,0.000000,0.000000,0.016224
201,-133.320038,0.655670,11.613008,0.000000,0.000000,0.000000,0.016224
202,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
203,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
204,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
205,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
206,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
207,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
208,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
209,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
210,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
211,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
212,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
213,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
214,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
215,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
216,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
217,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
218,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
219,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
220,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
221,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
222,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
223,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
224,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.016224
225,133.320038,-0.655670,8.007071,0.000000,0.000000,0.000000,0.016224
226,-133.320038,0.655670,11.612930,0.000000,0.000000,0.000000,0.016224
227,133.320663,-0.655685,8.007031,0.000000,0.000000,0.000000,0.016224
228,-133.320663,0.655685,11.612969,0.000000,0.000000,0.000000,0.016224
229,133.319412,-0.655655,8.007031,0.000000,0.000000,0.000000,0.016224
230,-133.319336,0.660660,11.612969,0.000000,0.000000,0.000000,0.016224
231,133.319962,-0.660675,8.007031,0.000000,0.000000,0.000000,0.016224
232,-133.320038,0.655670,11.612969,0.000000,0.000000,0.000000,0.016224
233,133.319336,-0.660660,8.007031,0.000000,0.000000,0.000000,0.016224
234,-133.319336,0.660660,11.612969,0.000000,0.000000,0.000000,0.016224
235,133.333832,0.001694,9.810000,0.000000,0.000000,0.000000,0.016224
236,-133.333832,-0.001694,9.810000,0.000000,0.000000,0.000000,0.016224
237,133.285217,-3.607353,9.581915,0.000000,0.000000,0.000006,0.070628
238,-133.285217,3.607353,10.038086,0.000000,0.000000,0.000006,0.070628
239,133.284775,-3.604820,9.581954,0.000000,0.000000,0.000006,0.070628
240,-0.001423,-0.002406,9.809961,0.000000,0.000000,0.000006,0.070628
241,0.002047,0.002361,9.810040,0.000000,0.000000,0.000006,0.070628
242,-0.002047,-0.002361,9.810000,0.000000,0.000000,0.000006,0.070628
243,0.001694,-0.002626,9.809922,0.000000,0.000000,0.000006,0.070628
244,0.048044,3.610611,10.038125,0.000000,0.000000,0.000006,0.070628
245,0.149466,3.675049,9.792852,0.000000,0.000000,0.000000,0.125031
246,-0.001244,-0.004883,9.810000,0.000000,0.000000,0.000000,0.125031
247,0.001244,0.004883,9.809961,0.000000,0.000000,0.000000,0.125031
248,-0.000624,-0.004961,9.810040,0.000000,0.000000,0.000000,0.125031
249,-0.001240,0.000156,9.810000,0.000000,0.000000,0.000000,0.125031
250,0.001864,0.004805,9.809961,0.000000,0.000000,0.000000,0.125031
251,0.045827,3.572170,9.827188,0.000000,0.000000,0.000000,0.125031
252,0.162172,4.129862,9.809688,-0.000000,0.000000,-0.000012,0.179434
253,0.000446,0.002460,9.810000,-0.000000,0.000000,-0.000012,0.179434
254,-0.000446,-0.002460,9.810000,-0.000000,0.000000,-0.000012,0.179434
255,0.000446,0.002460,9.810000,-0.000000,0.000000,-0.000012,0.179434
256,0.000784,-0.002683,9.810040,-0.000000,0.000000,-0.000012,0.179434
257,0.036032,3.126262,9.810274,-0.000000,0.000000,-0.000012,0.179434
258,0.142186,3.402145,9.809961,0.000000,0.000000,-0.000006,0.233837
259,-0.001216,0.000290,9.810000,0.000000,0.000000,-0.000006,0.233837
260,0.001216,-0.000290,9.810000,0.000000,0.000000,-0.000006,0.233837
261,-0.000579,-0.002432,9.810040,0.000000,0.000000,-0.000006,0.233837
262,-0.001216,0.000290,9.809961,0.000000,0.000000,-0.000006,0.233837
263,0.001216,-0.000290,9.809961,0.000000,0.000000,-0.000006,0.233837
264,0.055312,3.852018,9.810079,0.000000,0.000000,-0.000006,0.233837
265,0.149834,3.741771,9.810000,0.000000,-0.000000,-0.000012,0.288239
266,0.003108,0.001686,9.810000,0.000000,-0.000000,-0.000012,0.288239
267,-0.003108,-0.001686,9.810000,0.000000,-0.000000,-0.000012,0.288239
268,0.000711,0.002397,9.810000,0.000000,-0.000000,-0.000012,0.288239
269,-0.000223,-0.005149,9.810000,0.000000,-0.000000,-0.000012,0.288239
270,-0.000488,0.002752,9.810000,0.000000,-0.000000,-0.000012,0.288239
271,0.045477,3.504133,9.810000,0.000000,-0.000000,-0.000012,0.288239
272,0.164201,4.225457,9.810000,0.000000,-0.000000,-0.000018,0.342642
273,-0.001177,0.000420,9.810000,0.000000,-0.000000,-0.000018,0.342642
274,0.000000,0.000000,9.810000,0.000000,-0.000000,-0.000018,0.342642
275,0.001177,-0.000420,9.810000,0.000000,-0.000000,-0.000018,0.342642
276,-0.001177,0.000420,9.810000,0.000000,-0.000000,-0.000018,0.342642
277,0.036347,3.026201,9.810000,0.000000,-0.000000,-0.000018,0.342642
278,0.143635,3.491031,9.810000,-0.000000,-0.000000,-0.000012,0.397044
279,0.000000,0.000000,9.810000,-0.000000,-0.000000,-0.000012,0.397044
280,0.000000,0.000000,9.810000,-0.000000,-0.000000,-0.000012,0.397044
281,0.000186,-0.002789,9.810000,-0.000000,-0.000000,-0.000012,0.397044
282,0.002119,0.001822,9.810000,-0.000000,-0.000000,-0.000012,0.397044
283,-0.003086,-0.004128,9.810000,-0.000000,-0.000000,-0.000012,0.397044
284,0.051741,3.759989,9.810000,-0.000000,-0.000000,-0.000012,0.397044
285,0.156523,3.849910,9.810000,0.000000,0.000000,0.000000,0.451447
286,0.000034,-0.002795,9.810000,0.000000,0.000000,0.000000,0.451447
287,-0.002215,-0.001704,9.810000,0.000000,0.000000,0.000000,0.451447
288,0.002215,0.001704,9.810000,0.000000,0.000000,0.000000,0.451447
289,0.000034,-0.002795,9.810000,0.000000,0.000000,0.000000,0.451447
290,0.043367,3.410228,9.810000,0.000000,0.000000,0.000000,0.451447
291,0.133136,3.152841,9.810000,0.000000,0.000000,0.000000,0.505850
292,0.001211,0.002187,9.810000,0.000000,0.000000,0.000000,0.505850
293,-0.000118,-0.002793,9.810000,0.000000,0.000000,0.000000,0.505850
294,-0.002187,0.001211,9.810000,0.000000,0.000000,0.000000,0.505850
295,0.004492,0.000370,9.810000,0.000000,0.000000,0.000000,0.505850
296,-0.004610,-0.003162,9.810000,0.000000,0.000000,0.000000,0.505850
297,0.063242,4.094659,9.810000,0.000000,0.000000,0.000000,0.505850
298,0.144066,3.468742,9.810000,0.000000,0.000000,0.000000,0.560253
299,0.001329,0.002118,9.810000,0.000000,0.000000,0.000000,0.560253
300,-0.000270,-0.002782,9.810000,0.000000,0.000000,0.000000,0.560253
301,0.000270,0.002782,9.810000,0.000000,0.000000,0.000000,0.560253
302,-0.003986,-0.006353,9.810000,0.000000,0.000000,0.000000,0.560253
303,0.003986,0.006353,9.810000,0.000000,0.000000,0.000000,0.560253
304,0.055278,3.781191,9.810000,0.000000,0.000000,0.000000,0.560253
305,0.155374,3.941871,9.810000,0.000000,0.000000,0.000000,0.614655
306,-0.001442,-0.002042,9.810000,0.000000,0.000000,0.000000,0.614655
307,-0.001442,-0.002042,9.810000,0.000000,0.000000,0.000000,0.614655
308,0.001862,0.004806,9.810000,0.000000,0.000000,0.000000,0.614655
309,-0.001862,-0.004806,9.810000,0.000000,0.000000,0.000000,0.614655
310,0.042505,3.311604,9.810000,0.000000,0.000000,0.000000,0.614655
311,0.136955,3.244560,9.810000,0.000000,0.000000,0.000000,0.669057
312,-0.000981,0.000775,9.810000,0.000000,0.000000,0.000000,0.669057
313,0.000981,-0.000775,9.810000,0.000000,0.000000,0.000000,0.669057
314,-0.000981,0.000775,9.810000,0.000000,0.000000,0.000000,0.669057
315,-0.000570,-0.002736,9.810000,0.000000,0.000000,0.000000,0.669057
316,0.003671,0.006658,9.810000,0.000000,0.000000,0.000000,0.669057
317,0.055742,4.000382,9.810000,0.000000,0.000000,0.000000,0.669057
318,0.186209,3.790565,9.810000,0.000000,0.000000,0.000000,0.731593
319,0.001670,0.001860,9.810000,0.000000,0.000000,0.000000,0.731593
320,-0.002600,-0.001025,9.810000,0.000000,0.000000,0.000000,0.731593
321,0.000930,-0.000835,9.810000,0.000000,0.000000,0.000000,0.731593
322,-0.000740,-0.002695,9.810000,0.000000,0.000000,0.000000,0.731593
323,-0.000740,-0.002695,9.810000,0.000000,0.000000,0.000000,0.731593
324,0.079732,4.551384,9.810000,0.000000,0.000000,0.000000,0.731593
325,0.284436,5.607548,9.810000,-0.000000,-0.000000,-0.000012,0.803486
326,0.000000,0.000000,9.810000,-0.000000,-0.000000,-0.000012,0.803486
327,0.001799,0.001736,9.810000,-0.000000,-0.000000,-0.000012,0.803486
328,-0.005398,-0.005207,9.810000,-0.000000,-0.000000,-0.000012,0.803486
329,0.003663,0.007006,9.810000,-0.000000,-0.000000,-0.000012,0.803486
330,0.059345,3.964676,9.810000,-0.000000,-0.000000,-0.000012,0.803486
331,0.265161,5.004502,9.810000,0.000000,0.000000,0.000000,0.875379
332,0.000801,-0.000960,9.810000,0.000000,0.000000,0.000000,0.875379
333,0.000000,0.000000,9.810000,0.000000,0.000000,0.000000,0.875379
334,-0.003521,0.000318,9.810000,0.000000,0.000000,0.000000,0.875379
335,0.001919,0.001602,9.810000,0.000000,0.000000,0.000000,0.875379
336,0.082362,4.571934,9.810000,0.000000,0.000000,0.000000,0.875379
337,0.241354,4.395555,9.810000,0.000000,0.000000,0.000000,0.947273
338,-0.001300,-0.002475,9.810000,0.000000,0.000000,0.000000,0.947273
339,0.001300,0.002475,9.810000,0.000000,0.000000,0.000000,0.947273
340,0.000730,-0.001015,9.810000,0.000000,0.000000,0.000000,0.947273
341,-10.660596,0.414539,9.810000,0.000000,0.000000,0.000000,0.947273
342,-9.801847,0.380878,9.810000,0.000000,0.000000,0.000000,0.947273
343,-8.944569,4.391053,9.810000,0.000000,0.000000,0.000000,0.947273
344,-8.100156,4.033126,9.810000,0.000000,0.000000,0.000000,1.019166
345,-3.600546,0.126854,9.810000,0.000000,0.000000,0.000000,1.019166
346,-0.602220,0.019832,9.810000,0.000000,0.000000,0.000000,1.019166
347,-0.604841,0.024090,9.810000,0.000000,0.000000,0.000000,1.019166
348,-0.593212,0.019504,9.810000,0.000000,0.000000,0.000000,1.019166
349,-7.205023,0.260095,9.810000,0.000000,0.000000,0.000000,1.019166
350,-6.628025,0.233548,9.810000,0.000000,0.000000,0.000000,1.019166
351,-6.096230,0.223217,9.810000,0.000000,0.000000,0.000000,1.019166
352,-3.507028,0.122757,9.810000,0.000000,0.000000,0.000000,1.019166
353,0.042641,2.392176,9.810000,0.000000,0.000000,0.000000,1.019166
354,0.129639,2.367034,9.810000,0.000000,0.000000,0.000000,1.091059
355,0.001154,-0.002218,9.810000,0.000000,0.000000,0.000000,1.091059
356,0.001154,-0.002218,9.810000,0.000000,0.000000,0.000000,1.091059
357,-0.003372,0.001064,9.810000,0.000000,0.000000,0.000000,1.091059
358,-66.622078,2.424542,9.810000,0.000000,0.000000,0.000000,1.091059
359,125.168388,-4.553002,9.810000,0.000000,0.000000,0.000000,1.091059
360,-125.163948,4.555310,9.810000,0.000000,0.000000,0.000000,1.091059
361,124.526207,-4.532031,9.810000,0.000000,0.000000,0.000000,1.091059
362,-124.530647,4.529719,9.810000,0.000000,0.000000,0.000000,1.091059
363,123.895218,-4.510872,9.810000,0.000000,0.000000,0.000000,1.091059
364,-123.895218,4.510872,9.810000,0.000000,0.000000,0.000000,1.091059
365,123.269821,-4.489623,9.810000,0.000000,0.000000,0.000000,1.091059
366,-123.269821,4.489623,9.810000,0.000000,0.000000,0.000000,1.091059
367,122.723465,0.000012,9.810000,0.000000,0.000000,0.000000,1.091059
368,-122.723465,-0.000012,9.810000,0.000000,0.000000,0.000000,1.091059
369,122.017349,-4.334730,9.810000,0.000000,0.000000,-0.000003,1.162953
370,-122.017349,4.334730,9.810000,0.000000,0.000000,-0.000003,1.162953
371,121.385704,-4.316243,9.810000,0.000000,0.000000,-0.000003,1.162953
372,-121.385704,4.316243,9.810000,0.000000,0.000000,-0.000003,1.162953
373,120.759956,-4.292486,9.810000,0.000000,0.000000,-0.000003,1.162953
374,-120.760948,4.294784,9.810000,0.000000,0.000000,-0.000003,1.162953
375,120.143089,-4.270338,9.810000,0.000000,0.000000,-0.000003,1.162953
376,-120.142097,4.268044,9.810000,0.000000,0.000000,-0.000003,1.162953
377,119.519325,-4.251173,9.810000,0.000000,0.000000,-0.000003,1.162953
378,-119.515709,4.255450,9.810000,0.000000,0.000000,-0.000003,1.162953
379,-0.003598,-0.004278,9.810000,0.000000,0.000000,-0.000003,1.162953
380,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
381,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
382,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
383,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
384,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
385,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
386,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
387,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
388,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
389,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
390,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
391,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
392,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
393,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
394,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
395,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
396,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
397,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
398,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
399,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
400,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
401,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
402,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
403,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
404,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
405,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
406,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
407,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
408,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
409,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
410,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
411,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
412,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
413,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
414,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
415,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
416,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
417,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
418,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
419,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
420,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
421,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
422,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
423,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
424,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
425,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
426,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
427,0.000000,0.000000,9.810000,0.000000,0.000000,-0.000003,1.162953
